Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY,source_file,yyyymm,GRADE_SPEC,outlier_reason_item,outlier_reason_text,outlier_reason_qty,outlier_reason_price,outlier_reason_usp,unit_price
Chennai,Inmaa4,0,2026-01-29,29419090,Azithromycin Dihydrate [1G X 5Ea] Azithromycin Dihydrate [1G X 5Ea],5.0,NOS,779.0,8.45,Usd,3896.55,,1080.6,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome ,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"Tokyo Chemical Industry Co.,Ltd8F T-Plus,16-12, Nihonbashi-Kodemma Cho,Chuo-Ku Tokyo 103-0001 Sdnf Japanjapan",29,Osaka - Kansai Int'L,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Delhi,Indel4,9752580,2025-04-28,29413090,"01475A,Azithromycin Usp Api Fk Lot N0-2009529(For R&D)Tl-Sw/Od/11/2025/0000010419(Foc)309810,Azithromycin For Api Fk Lot N0-2009529(For R%D)Tl-Sw/",5.0,GM,25.92,0.3,Usd,129.6,,31.7,0503043877,Fresenius Kabi Oncology Ltd,B 310 Som Datt Chambers 1 Bhikaji Cama Place,New Delhi,Fresenius Kabi Llc,Three Corporate Drive Lake Zurich I L 60047 U.S.A. Sdnf United States,29,Chicago O'Hare Int'L,CROATIA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Fresenius Kabi Llc / Fresenius Kabi Oncology Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Fresenius Kabi Llc / Fresenius Kabi Oncology Ltd' not found in active FDA DMF holder list for azithromycin,
Delhi,Indel4,9752580,2025-04-28,29413090,"01475A,Azithromycin Usp Api Fk Lot N0-2011533(For R&D)Tl-Sw/Od/11/2025/0000010419(Foc)309810,Azithromycin For Api Fk Lot N0-2011533(For R&D)Tl-Sw/",5.0,GM,25.92,0.3,Usd,129.6,,31.7,0503043877,Fresenius Kabi Oncology Ltd,B 310 Som Datt Chambers 1 Bhikaji Cama Place,New Delhi,Fresenius Kabi Llc,Three Corporate Drive Lake Zurich I L 60047 U.S.A. Sdnf United States,29,Chicago O'Hare Int'L,CROATIA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Fresenius Kabi Llc / Fresenius Kabi Oncology Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Fresenius Kabi Llc / Fresenius Kabi Oncology Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,242.23,KG,12096.0,140.0,Usd,2929965.75,,592878.5,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,100.06,KG,12096.0,140.0,Usd,1210362.0,,244916.8,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Bangalore,Inblr4,3592147,2025-07-30,29419090,Y0000306 Azithromycin (Laboratory Chemicals) Y0000306 Azithromycin (Laboratory Chemicals),1.0,NOS,10688.57,124.87,Usd,10688.57,,2964.5,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9471 Switzer Land Buchs, Switzerland Sdnf Switzerland",29,N|Rnberg (Nuremberg),FRANCE,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,3865819,2025-08-13,29419090,Azithromycin Dihydrate Azithromycin Dihydrate,2000.0,KG,11801.52,133.2,Usd,23603040.0,,4599052.5,2214005889,Pinnacle Life Science Pvt Ltd,,,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co.,Ltdpacific Road No.1,Nuanquan Economic Zone,Helan County,Yinchuan,Ningxia China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Pinnacle Life Science Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Pinnacle Life Science Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2305615,2025-05-27,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),380.7,KG,10674.43,124.7,Usd,4063754.0,,822300.69,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2305615,2025-05-27,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),369.3,KG,10674.43,124.7,Usd,3942065.5,,1093331.88,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2303884,2025-05-27,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),3950.0,KG,10674.43,123.5,Usd,42163988.0,,11694182.0,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-12-24,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5200.0,KG,11226.49,123.0,Usd,58377736.0,,16191066.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-12-24,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5275.0,KG,11226.49,123.0,Usd,59219724.0,,16424590.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-12-24,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),6000.0,KG,11226.49,123.0,Usd,67358928.0,,18681998.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-12-24,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),4050.0,KG,11226.49,123.0,Usd,45467276.0,,12610349.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-12-30,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5275.0,KG,11226.49,123.0,Usd,59219724.0,,16424590.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202512,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Hyderabad,Inhyd4,0,2026-02-13,29419090,Azithromycin Dihydrate [1G X 1Ea] A2076-1G Azithromycin Dihydrate [1G X 1Ea] A2076-1G,1.0,NOS,780.59,8.45,Usd,780.59,,216.5,Aagct6788F,Tokyo Chemical Industry India Pvt Ltd,"Suite No.Cs-10,Building 450,Genome ,Valley,Shameerpet Mandal,Turkapall","Hyderabad,Telangana",Tokyo Chemical Industry Co Ltd,"Tokyo Chemical Industry Co., Ltd.8F T-Plus, 16-12 Nihonbashi- Kodemmacho, Chuo-Ku, Tokyo, 103-0001 Japanjapan",29,Tokyo - Narita,JAPAN,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Tokyo Chemical Industry Co Ltd / Tokyo Chemical Industry India Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bombay Air Cargo,Inbom4,0,2025-08-23,29419090,Azithromycin (Usp),105.0,KG,12560.91,142.9,Usd,1318896.0,,0.0,0388030461,Fdc Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Fdc Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Fdc Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Ip/Usp,1000.0,KG,12404.0,140.0,Usd,12404000.0,,0.0,Advfs5201P,Shah C J World Llp,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Shah C J World Llp' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Shah C J World Llp' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-21,29419090,Azithromycin Amine,5000.0,KG,10902.92,123.0,Usd,54514612.0,,0.0,0389021601,Anuh Pharma Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Usp43,2000.0,KG,12236.1,138.0,Usd,24472206.0,,0.0,0396013325,Surmount Laboratories Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Surmount Laboratories Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Surmount Laboratories Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Ip / Usp,5000.0,KG,12404.0,140.0,Usd,62020000.0,,0.0,0389021601,Anuh Pharma Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-20,29419090,Azithromycin,3000.0,KG,12613.92,138.0,Usd,37841768.0,,0.0,2205001353,Scott Edil Pharmacia Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Scott Edil Pharmacia Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Scott Edil Pharmacia Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-20,29419090,Azithromycin Ep11/Usp43/Ip2022,750.0,KG,12404.0,140.0,Usd,9303000.0,,0.0,0390002518,Shalina Laboratories Pvt Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Shalina Laboratories Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Shalina Laboratories Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-25,29419090,Azithromycin Amine.,1050.0,KG,10811.7,123.0,Usd,11352285.0,,0.0,3498003259,Envee Drugs Pvt Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2025-08-26,29419090,Azithromycin Usp,1500.0,KG,11803.22,132.75,Usd,17704832.0,,0.0,0396051049,Medico Remedies Ltd,,,,,29,,CHINA,data\raw\azithromycin_202603.xlsx,202508,USP,,USP grade unvalidated: 'Medico Remedies Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Medico Remedies Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2303887,2025-05-27,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),3650.0,KG,10674.43,123.5,Usd,38961660.0,,10806017.0,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2199059,2025-05-21,29415000,Azithromycin Dihydrate Ip/Usp Azithromycin Dihydrate Ip/Usp,500.0,KG,12096.0,140.0,Usd,6048000.0,,0.0,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-06,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),1557.0,KG,11171.0,123.0,Usd,17393460.0,,3389115.5,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-06,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),1377.0,KG,11171.0,123.0,Usd,15382655.0,,0.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-06,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),1866.0,KG,11171.0,123.0,Usd,20845342.0,,5781455.5,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,29.51,KG,12096.0,140.0,Usd,356928.78,,72224.6,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Ahmedabad Air Cargo Complex,Inamd4,0,2026-01-17,29419090,Azithromycin Amine (Pharmaceutical Raw Material)-(Not For Medicine Use)Azithromycin Amine (Pharmaceutical Raw Material)-(Not For Me,1886.8,KG,11325.0,122.0,Usd,21369134.0,,0.0,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltdpacific Road No.1,Nuanquan Economic Zone,Helan County, Yinchuan, Ningxia Chinachina",29,Beijing,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Envee Drugs Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
